,SIFT,classlabel
1981,[35.  2.  6. ...  8.  7.  4.],6.0
1982,[ 3.  6.  3. ... 35. 52. 74.],6.0
1983,[9. 4. 4. ... 0. 0. 0.],6.0
1984,[7. 1. 3. ... 0. 0. 0.],6.0
1985,[2. 4. 7. ... 0. 0. 0.],6.0
1986,[9. 0. 0. ... 0. 0. 1.],6.0
1987,[18.  0.  0. ... 19.  2.  3.],6.0
1988,[63.  3.  0. ...  0.  0.  1.],6.0
1989,[32.  3.  0. ... 11.  7.  9.],6.0
1990,[  0.  75. 152. ...  32.  76.  19.],6.0
1991,[ 0.  0. 17. ...  2.  1.  2.],6.0
1992,[ 0.  4. 36. ...  0.  0.  0.],6.0
1993,[36.  0.  0. ...  0.  0.  0.],6.0
1994,[ 3. 34.  4. ...  0.  0.  0.],6.0
1995,[15. 37. 19. ...  0.  0.  0.],6.0
1996,[ 2. 13.  4. ...  0.  0.  0.],6.0
1997,[ 71.  89. 132. ...   1.   3.  29.],6.0
1998,[4. 0. 0. ... 0. 0. 0.],6.0
1999,[9. 4. 4. ... 0. 0. 0.],6.0
2000,[ 90. 145.  28. ...   3.   1.   4.],6.0
2001,[47.  2.  0. ... 92.  7.  9.],6.0
2002,[0. 0. 0. ... 6. 1. 5.],6.0
2003,[ 1. 16. 85. ...  6.  0.  0.],6.0
2004,[29.  4.  3. ...  0.  1.  3.],6.0
2005,[ 85. 131.  10. ...   0.   0.   0.],6.0
2006,[ 80. 135.   3. ...   2.   3.  13.],6.0
2007,[18. 15.  2. ... 12. 13. 46.],6.0
2008,[ 2.  0.  0. ...  3.  4. 16.],6.0
2009,[ 0.  8. 17. ...  0.  0.  0.],6.0
2010,[ 18.  15.   2. ...   0.  16. 126.],6.0
2011,[100.  27.   1. ...   0.   0.   0.],6.0
2012,[ 9. 15.  3. ... 40. 20. 44.],6.0
2013,[28. 12. 24. ...  0.  0.  0.],6.0
2014,[138.  25.   1. ...   0.   0.   0.],6.0
2015,[10. 73. 59. ... 58. 24.  9.],6.0
2016,[101.  19.   0. ...   0.   0.   0.],6.0
2017,[68. 63. 17. ...  0.  0.  0.],6.0
2018,[35.  3.  0. ...  0.  3. 69.],6.0
2019,[ 0.  0.  6. ... 88.  7.  5.],6.0
2020,[93. 18.  0. ...  0.  0.  0.],6.0
2021,[ 0.  0.  0. ...  0.  4. 18.],6.0
2022,[0. 0. 0. ... 4. 1. 1.],6.0
2023,[  0.   1. 112. ...   4.   2.   5.],6.0
2024,[36.  2.  1. ...  0.  0.  0.],6.0
2025,[76.  7.  0. ...  0.  0.  0.],6.0
2026,[ 0.  0.  0. ...  0. 14. 11.],6.0
2027,[36.  1.  0. ...  1.  1.  3.],6.0
2028,[22.  6.  8. ...  0.  0. 37.],6.0
2029,[84. 61.  4. ...  0.  0.  5.],6.0
2030,[54.  2.  0. ... 10.  4.  6.],6.0
2031,[3. 1. 0. ... 0. 0. 0.],6.0
2032,[ 8.  7. 22. ... 18.  5.  1.],6.0
2033,[2. 1. 1. ... 0. 0. 2.],6.0
2034,[  1.   9.  22. ...   1.  25. 153.],6.0
2035,[64.  2.  4. ...  0.  0.  1.],6.0
2036,[0. 0. 0. ... 0. 0. 0.],6.0
2037,[ 1.  4. 57. ... 26. 26. 46.],6.0
2038,[0. 0. 0. ... 2. 0. 0.],6.0
2039,[ 0.  1.  0. ... 10. 19.  7.],6.0
2040,[12.  7.  0. ... 15.  7. 36.],6.0
2041,[72. 67. 29. ...  0.  0.  0.],6.0
2042,[24. 10.  5. ...  5. 15. 41.],6.0
2043,[ 4.  7. 11. ...  0.  0.  0.],6.0
2044,[29.  3.  0. ...  0.  0.  0.],6.0
2045,[ 32. 126. 126. ...   0.   0.   0.],6.0
2046,[2. 1. 6. ... 0. 0. 0.],6.0
2047,[7. 1. 3. ... 0. 0. 0.],6.0
2048,[ 18. 142.  64. ...   3.   1.  69.],6.0
2049,[19.  0.  0. ...  0.  0.  1.],6.0
2050,[59.  7.  2. ...  0.  0.  0.],6.0
2051,[56.  2.  0. ... 19. 26. 20.],6.0
2052,[ 6.  2.  2. ... 21.  5. 18.],6.0
2053,[1. 0. 1. ... 0. 0. 0.],6.0
2054,[29.  1.  0. ...  0. 11. 31.],6.0
2055,[ 0. 10. 18. ...  0. 28. 58.],6.0
2056,[ 5. 17. 69. ...  0. 15.  5.],6.0
2057,[41. 28.  8. ... 19. 10. 24.],6.0
2058,[0. 0. 0. ... 0. 0. 0.],6.0
2059,[11. 15.  7. ... 39.  0.  0.],6.0
2060,[3. 3. 9. ... 1. 1. 0.],6.0
2061,[ 1.  4. 53. ...  0.  0.  0.],6.0
2062,[ 93. 100.  13. ...   0.   2.  11.],6.0
2063,[83.  0.  0. ...  1.  0.  0.],6.0
2064,[1. 1. 0. ... 0. 4. 8.],6.0
2065,[0. 0. 0. ... 0. 0. 1.],6.0
2066,[128.   1.   0. ...   0.   0.   0.],6.0
2067,[9. 0. 0. ... 3. 1. 4.],6.0
2068,[ 0.  0. 13. ...  0.  0.  0.],6.0
2069,[ 0.  0.  0. ...  9. 10.  9.],6.0
2070,[112. 110.   7. ...   2.   4.   8.],6.0
2071,[55. 75. 19. ... 76. 45.  3.],6.0
2072,[ 0.  0. 33. ...  0.  0. 66.],6.0
2073,[10.  0.  0. ...  0.  0.  0.],6.0
2074,[4. 5. 0. ... 0. 0. 0.],6.0
2075,[9. 0. 0. ... 0. 0. 0.],6.0
2076,[0. 0. 0. ... 0. 0. 0.],6.0
2077,[75.  0.  0. ...  0.  0.  5.],6.0
2078,[ 6. 22. 55. ... 20.  7.  8.],6.0
2079,[5. 0. 0. ... 0. 0. 1.],6.0
2080,[ 0.  0.  0. ... 29. 12. 50.],6.0
2081,[ 57. 126.   8. ...  45.   9.   0.],6.0
2082,[76. 20.  0. ...  0.  0.  0.],6.0
2083,[1. 3. 4. ... 0. 0. 0.],6.0
2084,[19. 59. 57. ...  6. 21. 73.],6.0
2085,[56.  2.  0. ... 19. 26. 20.],6.0
2086,[ 4.  1.  0. ...  6.  1. 18.],6.0
2087,[  1. 125.  91. ...  23.   4.   4.],6.0
2088,[ 22.  17. 101. ...   0.   0.   9.],6.0
2089,[ 0.  0. 18. ...  0.  0.  2.],6.0
2090,[67. 26.  2. ...  0.  0. 10.],6.0
2091,[46. 22.  1. ...  0.  0.  0.],6.0
2092,[ 0.  0.  0. ...  5.  3. 16.],6.0
2093,[16. 30.  2. ...  3.  0.  0.],6.0
2094,[ 5.  4. 10. ... 19. 19. 13.],6.0
2095,[ 23.  50.  27. ... 124.  23.  10.],6.0
2096,[0. 0. 0. ... 0. 0. 0.],6.0
2097,[168. 101.   2. ...   0.   0.   0.],6.0
2098,[12.  8. 14. ...  5.  0.  0.],6.0
2099,[10.  3.  0. ... 24.  1.  0.],6.0
2100,[0. 0. 0. ... 0. 0. 0.],6.0
2101,[26.  1.  1. ...  4. 18. 13.],6.0
2102,[4. 2. 1. ... 0. 0. 0.],6.0
2103,[126.  11.   0. ...   0.   0.   0.],6.0
2104,[23. 20.  1. ...  0.  0.  6.],6.0
2105,[10. 36. 59. ... 19.  3. 24.],6.0
2106,[47.  2.  5. ... 23.  3.  4.],6.0
2107,[0. 0. 0. ... 0. 0. 0.],6.0
2108,[ 1.  5.  4. ... 11.  9.  1.],6.0
2109,[ 5.  2.  2. ... 24. 11. 12.],6.0
2110,[ 11.  44. 125. ...   7.   1.   0.],6.0
2111,[47.  0.  0. ... 10.  1.  2.],6.0
2112,[ 0.  0.  0. ... 12. 32.  1.],6.0
2113,[124.  58.   2. ...  45.  32.  28.],6.0
2114,[125.  34.  25. ...  11.   6.  21.],6.0
2115,[0. 0. 0. ... 0. 0. 4.],6.0
2116,[59.  7.  2. ... 13.  0.  0.],6.0
2117,[  1.   7. 122. ...   0.   0.   0.],6.0
2118,[55. 13.  9. ...  0.  0.  0.],6.0
2119,[ 0.  0. 25. ...  0.  0.  0.],6.0
2120,[39.  8.  0. ...  4.  6. 12.],6.0
2121,[9. 0. 0. ... 0. 0. 0.],6.0
2122,[9. 3. 5. ... 0. 0. 0.],6.0
2123,[12.  1.  0. ...  8. 27. 79.],6.0
2124,[ 5. 14. 36. ... 49. 57.  3.],6.0
2125,[21.  8.  9. ...  0.  0. 19.],6.0
2126,[49.  9.  4. ...  0.  0.  0.],6.0
2127,[19. 10.  3. ...  0.  2.  5.],6.0
2128,[28. 12. 24. ...  0.  0.  0.],6.0
2129,[  0.   0.   1. ...  23.  16. 119.],6.0
2130,[45.  8. 10. ...  1.  1. 10.],6.0
2131,[10. 18. 29. ...  0.  0.  0.],6.0
2132,[72. 33. 12. ...  5. 19.  0.],6.0
2133,[1. 0. 0. ... 0. 0. 0.],6.0
2134,[94. 35.  0. ...  0.  0.  0.],6.0
2135,[74. 41. 27. ...  0.  0.  0.],6.0
2136,[ 0.  0.  0. ...  0.  3. 53.],6.0
2137,[45.  9.  1. ...  0.  0.  0.],6.0
2138,[27.  1.  0. ...  0.  0.  0.],6.0
2139,[156.   9.   0. ...   0.   0.   0.],6.0
2140,[43.  5.  0. ...  2. 16.  8.],6.0
2141,[108.  43.   4. ...   0.   0.  27.],6.0
2142,[44. 22.  1. ...  0.  0.  0.],6.0
2143,[10.  3.  0. ...  0.  0.  0.],6.0
2144,[109.  10.   4. ...  20.   0.   0.],6.0
2145,[19. 70. 14. ...  7. 16. 62.],6.0
2146,[ 3.  1.  0. ...  1. 10. 10.],6.0
2147,[0. 0. 0. ... 1. 0. 0.],6.0
2148,[  0.   0.   0. ...   0.   6. 113.],6.0
2149,[ 0.  1.  1. ...  0.  0. 54.],6.0
2150,[23.  2.  1. ...  0.  0.  0.],6.0
2151,[40.  0.  0. ...  0.  0.  0.],6.0
2152,[15. 25.  7. ... 20.  9. 10.],6.0
2153,[ 2.  6. 40. ... 13. 15.  8.],6.0
2154,[0. 0. 0. ... 0. 0. 0.],6.0
2155,[31. 35. 71. ...  0.  0. 92.],6.0
2156,[ 93.   1.   0. ...  45. 124.  29.],6.0
2157,[0. 0. 0. ... 0. 0. 0.],6.0
2158,[0. 0. 0. ... 1. 0. 5.],6.0
2159,[12.  1.  0. ...  7.  2. 12.],6.0
2160,[ 0.  0.  0. ... 41. 22. 22.],6.0
2161,[43. 18.  0. ... 14.  4. 11.],6.0
2162,[117.  81.   4. ...   0.   0.  32.],6.0
2163,[ 8.  3.  4. ...  0.  0. 45.],6.0
2164,[2. 0. 2. ... 4. 2. 0.],6.0
2165,[ 74. 119.   6. ...   2.   0.   0.],6.0
2166,[ 4.  4. 15. ...  0.  0.  2.],6.0
2167,[13.  6. 17. ...  0.  0.  1.],6.0
2168,[10.  0.  0. ... 17.  0.  1.],6.0
2169,[61.  0.  0. ...  2.  1. 40.],6.0
2170,[12.  0.  0. ...  5.  0.  1.],6.0
2171,[0. 0. 6. ... 0. 0. 0.],6.0
2172,[16.  4. 11. ...  2.  1.  2.],6.0
2173,[13.  0.  0. ...  0.  0.  0.],6.0
2174,[ 2.  0.  0. ... 26. 10. 65.],6.0
2175,[0. 5. 2. ... 0. 0. 0.],6.0
2176,[101.  52.   1. ...   2.   1.   7.],6.0
2177,[0. 0. 0. ... 1. 0. 0.],6.0
2178,[18. 21. 11. ...  0.  0.  0.],6.0
2179,[39.  2.  1. ...  0.  0.  0.],6.0
2180,[72.  3.  1. ...  0.  0.  2.],6.0
2181,[122.  97.   2. ...   0.   0.   3.],6.0
2182,[ 8.  0.  0. ... 10.  5.  6.],6.0
2183,[138.  14.   5. ...   0.   0.   0.],6.0
2184,[ 0.  0.  0. ... 15.  3.  0.],6.0
2185,[0. 0. 0. ... 0. 0. 0.],6.0
2186,[ 2.  1. 11. ... 22. 21. 79.],6.0
2187,[110.   6.   0. ...   0.  16.  61.],6.0
2188,[ 7.  0.  0. ... 15. 20. 18.],6.0
2189,[40. 41. 11. ... 16.  2. 10.],6.0
2190,[1. 0. 0. ... 0. 0. 0.],6.0
2191,[63. 11.  0. ...  0.  0.  0.],6.0
2192,[16.  1. 10. ...  0.  0.  0.],6.0
2193,[86.  0.  0. ...  6.  0.  7.],6.0
2194,[79. 77.  1. ...  8.  7.  5.],6.0
2195,[ 1.  2. 18. ...  1.  0.  0.],6.0
2196,[ 37. 137.  27. ...   0.   1.   3.],6.0
2197,[128. 157.   1. ...   0.   0.  15.],6.0
2198,[102.  27.  10. ...  86.   2.   6.],6.0
2199,[ 1.  1.  0. ... 36. 10.  8.],6.0
2200,[28. 18. 63. ... 12.  7. 28.],6.0
2201,[6. 0. 0. ... 0. 0. 0.],6.0
2202,[72. 19. 10. ... 12. 21. 44.],6.0
2203,[41.  1.  0. ...  0.  0.  2.],6.0
2204,[  0. 122. 122. ...   0.   0.   0.],6.0
2205,[16.  1.  7. ...  3.  2.  4.],6.0
2206,[  0.   0.   0. ...  10.  57. 132.],6.0
2207,[3. 0. 2. ... 2. 1. 8.],6.0
2208,[ 0.  0.  0. ... 46. 14.  0.],6.0
2209,[0. 0. 0. ... 2. 0. 0.],6.0
2210,[  0.  45. 110. ...   0.   0.   0.],6.0
2211,[ 0.  0.  0. ... 17. 57. 22.],6.0
2212,[142.  59.   0. ...   0.   0.   3.],6.0
2213,[12.  1.  1. ...  0.  0.  0.],6.0
2214,[24.  5.  4. ...  0.  2.  6.],6.0
2215,[ 0.  4. 28. ...  2.  9.  2.],6.0
2216,[0. 0. 8. ... 0. 0. 1.],7.0
2217,[1. 8. 2. ... 1. 1. 2.],7.0
2218,[  0. 122.  60. ...  10.   0.   0.],7.0
2219,[ 4.  3. 21. ...  0.  0.  3.],7.0
2220,[ 0.  0.  0. ...  0.  1. 25.],7.0
2221,[4. 2. 0. ... 0. 0. 0.],7.0
2222,[39.  0.  0. ...  0.  0.  0.],7.0
2223,[30.  2.  0. ...  0.  0.  0.],7.0
2224,[ 8. 52. 98. ...  0.  0.  0.],7.0
2225,[ 33.  26.   1. ... 105.  27.  25.],7.0
2226,[95. 12.  0. ... 43. 14.  0.],7.0
2227,[0. 0. 0. ... 0. 0. 0.],7.0
2228,[ 10. 108. 119. ...   0.   0.   0.],7.0
2229,[ 0. 21. 76. ...  0.  0.  5.],7.0
2230,[17.  2.  0. ...  0.  1.  1.],7.0
2231,[0. 0. 0. ... 0. 0. 0.],7.0
2232,[ 0.  0.  0. ... 43. 33. 55.],7.0
2233,[0. 0. 0. ... 0. 1. 0.],7.0
2234,[ 0. 78. 87. ... 69.  6.  1.],7.0
2235,[ 10. 128.  38. ...   3.   0.   0.],7.0
2236,[ 1. 16. 20. ...  3.  3.  2.],7.0
2237,[0. 0. 0. ... 0. 0. 1.],7.0
2238,[1. 4. 5. ... 0. 0. 0.],7.0
2239,[87. 13.  0. ...  7.  2.  3.],7.0
2240,[1. 0. 0. ... 0. 0. 0.],7.0
2241,[  1.  36. 139. ...   0.   0.   0.],7.0
2242,[ 38. 147.  31. ...   0.   0.   2.],7.0
2243,[0. 0. 1. ... 0. 0. 0.],7.0
2244,[11. 95.  2. ...  0.  0.  1.],7.0
2245,[41.  7.  0. ...  0.  0.  0.],7.0
2246,[0. 0. 2. ... 0. 0. 0.],7.0
2247,[0. 0. 0. ... 2. 1. 0.],7.0
2248,[ 0.  1. 84. ...  8.  1.  0.],7.0
2249,[ 1. 10. 11. ...  0.  0. 29.],7.0
2250,[40. 59.  0. ...  0.  0.  0.],7.0
2251,[113.  29.   0. ...   0.   0.   0.],7.0
2252,[0. 0. 0. ... 2. 0. 7.],7.0
2253,[162. 162.   0. ...  17.   0.   1.],7.0
2254,[103.  14.   2. ...  13.   0.   0.],7.0
2255,[0. 0. 0. ... 0. 0. 1.],7.0
2256,[68. 20.  1. ...  0.  1.  1.],7.0
2257,[ 15. 103.  27. ...   9.   3.  19.],7.0
2258,[ 0.  1. 23. ...  0.  0.  0.],7.0
2259,[ 0.  0.  0. ... 50.  0.  0.],7.0
2260,[56.  4.  0. ... 11.  8.  6.],7.0
2261,[31.  1.  0. ...  8.  5.  2.],7.0
2262,[12. 20. 11. ...  1.  1.  3.],7.0
2263,[9. 0. 1. ... 0. 0. 0.],7.0
2264,[ 0.  2. 34. ...  0.  0.  1.],7.0
2265,[140.  24.   3. ...   0.   0.   0.],7.0
2266,[ 2. 10.  3. ...  0.  0.  0.],7.0
2267,[0. 0. 0. ... 0. 0. 1.],7.0
2268,[10. 14.  0. ...  0.  0.  4.],7.0
2269,[12.  8. 81. ...  2.  7. 14.],7.0
2270,[43.  9.  4. ...  0.  0.  0.],7.0
2271,[0. 1. 0. ... 1. 1. 5.],7.0
2272,[ 0. 17. 35. ...  1.  0.  9.],7.0
2273,[ 7.  0.  0. ... 19.  9.  2.],7.0
2274,[ 35. 177.   7. ...  25. 125. 138.],7.0
2275,[ 99. 144.   2. ...   0.   0.   2.],7.0
2276,[ 0.  0.  0. ...  0. 37. 30.],7.0
2277,[0. 0. 0. ... 0. 0. 4.],7.0
2278,[30.  0.  0. ...  1.  0.  0.],7.0
2279,[ 0.  1. 50. ...  0.  0.  1.],7.0
2280,[18. 11. 35. ...  5.  0.  0.],7.0
2281,[106. 104.  14. ...   0.   0.   0.],7.0
2282,[13.  1.  8. ... 25.  2.  1.],7.0
2283,[26.  7.  0. ...  0.  0.  0.],7.0
2284,[26. 79. 41. ...  1.  1.  1.],7.0
2285,[ 65. 103.  33. ...   0.   0.   0.],7.0
2286,[86. 74.  0. ...  0.  0.  9.],7.0
2287,[25. 29.  2. ...  2.  0.  0.],7.0
2288,[0. 0. 0. ... 0. 0. 4.],7.0
2289,[123.  82.   0. ...   9.   0.   0.],7.0
2290,[ 5. 19. 44. ... 57.  1.  0.],7.0
2291,[17. 67. 29. ...  0.  0.  0.],7.0
2292,[0. 0. 0. ... 1. 1. 0.],7.0
2293,[16. 13.  0. ... 92. 45.  0.],7.0
2294,[10.  1.  0. ...  0.  0.  0.],7.0
2295,[0. 0. 0. ... 0. 0. 0.],7.0
2296,[18.  2.  0. ...  0.  0.  0.],7.0
2297,[ 0.  0.  0. ...  0.  1. 36.],7.0
2298,[ 2.  6. 12. ...  6.  0.  0.],7.0
2299,[0. 0. 0. ... 1. 0. 0.],7.0
2300,[ 8. 35. 35. ...  0.  0.  1.],7.0
2301,[  6. 146.  32. ...   0.   0.   0.],7.0
2302,[0. 0. 0. ... 0. 0. 1.],7.0
2303,[ 7. 10.  8. ...  0.  0.  0.],7.0
2304,[ 0. 22. 65. ...  0.  0.  0.],7.0
2305,[38.  8.  1. ...  0.  0.  0.],7.0
2306,[18.  5.  6. ...  0.  0.  0.],7.0
2307,[3. 0. 0. ... 0. 0. 0.],7.0
2308,[ 91. 113.  23. ...   0.   1.  13.],7.0
2309,[10.  0.  0. ...  0.  0.  0.],7.0
2310,[1. 0. 0. ... 0. 0. 0.],7.0
2311,[ 7. 31. 23. ...  0.  0.  0.],7.0
2312,[29. 96. 56. ...  0.  0.  0.],7.0
2313,[ 0.  0. 66. ...  0.  0.  0.],7.0
2314,[1. 0. 0. ... 0. 0. 0.],7.0
2315,[108.  34.   0. ...   4.   0.   0.],7.0
2316,[0. 0. 8. ... 0. 0. 2.],7.0
2317,[ 0.  0.  0. ... 20.  6.  7.],7.0
2318,[12.  0.  0. ...  0.  0.  0.],7.0
2319,[ 0.  9. 47. ...  1.  0.  0.],7.0
2320,[1. 9. 4. ... 3. 0. 0.],7.0
2321,[ 0.  0.  7. ...  0.  0. 14.],7.0
2322,[103.  19.   0. ...   7.   6.   4.],7.0
2323,[ 1.  1.  4. ... 43. 13.  6.],7.0
2324,[0. 0. 1. ... 0. 0. 0.],7.0
2325,[ 2.  7. 28. ...  0.  0.  0.],7.0
2326,[54.  5.  0. ...  0.  0.  0.],7.0
2327,[0. 0. 0. ... 8. 1. 3.],7.0
2328,[ 35. 137.  22. ...   2. 116. 109.],7.0
2329,[  1.   3.  21. ... 119.   9.   2.],7.0
2330,[ 0.  0.  0. ... 23. 13. 24.],7.0
2331,[ 0.  0.  0. ... 30. 11. 61.],7.0
2332,[ 57. 151.  54. ...   0.   0.   0.],7.0
2333,[1. 1. 9. ... 0. 0. 0.],7.0
2334,[17. 73. 49. ...  0.  0.  0.],7.0
2335,[0. 0. 0. ... 0. 0. 0.],7.0
2336,[0. 0. 0. ... 0. 0. 0.],7.0
2337,[0. 0. 4. ... 2. 0. 0.],7.0
2338,[  6. 122.  55. ...   0.   1.   8.],7.0
2339,[  2. 113.  22. ...  20.  14.  26.],7.0
2340,[  0.   0.  41. ...   0.  49. 114.],7.0
2341,[1. 0. 2. ... 0. 0. 3.],7.0
2342,[117.  14.   1. ...   0.   0.   0.],7.0
2343,[29. 35.  1. ... 13.  3.  5.],7.0
2344,[0. 0. 0. ... 3. 3. 3.],7.0
2345,[ 0.  0.  0. ...  0.  1. 23.],7.0
2346,[  0.   0.   0. ...   0.  19. 121.],7.0
2347,[ 3. 14. 85. ...  0.  0.  0.],7.0
2348,[27.  1.  0. ...  0.  2. 12.],7.0
2349,[45. 48.  4. ... 37.  0.  1.],7.0
2350,[28. 10.  1. ...  0.  0.  0.],7.0
2351,[ 8. 12.  9. ... 11.  4.  2.],7.0
2352,[0. 0. 0. ... 0. 0. 0.],7.0
2353,[ 9.  8.  0. ...  7. 24. 15.],7.0
2354,[ 0.  1.  8. ...  1.  1. 50.],7.0
2355,[10. 14.  7. ...  0.  0.  4.],7.0
2356,[21. 11.  2. ...  0.  0. 11.],7.0
2357,[ 3.  6. 28. ...  0.  0.  1.],7.0
2358,[72.  3.  0. ...  0.  0.  0.],7.0
2359,[  9.   1.   0. ... 127.  43.   3.],7.0
2360,[14. 13.  6. ... 26. 26. 78.],7.0
2361,[30.  5.  2. ...  1.  0.  0.],7.0
2362,[0. 0. 0. ... 0. 0. 0.],7.0
2363,[ 96. 119.   1. ...   3.   2.  17.],7.0
2364,[94. 93.  1. ...  0.  0.  8.],7.0
2365,[0. 0. 0. ... 0. 0. 1.],7.0
2366,[14.  9.  4. ...  0.  0.  0.],7.0
2367,[ 0.  0.  0. ... 35. 89. 35.],7.0
2368,[ 0.  1. 80. ...  2.  1.  2.],7.0
2369,[0. 0. 3. ... 0. 0. 5.],7.0
2370,[ 0.  0.  0. ... 90. 38.  5.],7.0
2371,[ 9. 22. 14. ...  0.  0.  0.],7.0
2372,[ 4. 72. 11. ...  0.  0.  0.],7.0
2373,[0. 0. 0. ... 0. 0. 0.],7.0
2374,[21.  7.  5. ... 37.  5.  2.],7.0
2375,[ 0.  1.  1. ... 19. 70. 96.],7.0
2376,[  1. 156. 136. ...   0.   7.  20.],7.0
2377,[19.  1.  0. ...  0.  0.  0.],7.0
2378,[ 1.  0.  0. ... 31.  2.  0.],7.0
2379,[21.  2.  1. ...  4. 10.  6.],7.0
2380,[ 0.  0. 10. ...  0.  0.  1.],7.0
2381,[ 5. 17. 12. ...  0.  0.  0.],7.0
2382,[13. 15. 25. ... 71. 35. 15.],7.0
2383,[16.  8.  1. ...  0.  0.  0.],7.0
2384,[ 1.  0.  0. ...  1.  1. 69.],7.0
2385,[58. 49.  0. ...  0.  0.  0.],7.0
2386,[25.  1.  0. ...  0.  0.  0.],7.0
2387,[1. 0. 2. ... 0. 0. 0.],7.0
2388,[59.  2.  0. ... 75. 10.  0.],7.0
2389,[ 4. 10. 40. ... 57. 25. 37.],7.0
2390,[40. 12.  0. ...  7.  0.  0.],7.0
2391,[87.  6.  0. ...  0.  0.  0.],7.0
2392,[ 64. 179.   7. ...   0.   0.   3.],7.0
2393,[  1.   7.   2. ...   0. 136. 110.],7.0
2394,[ 0.  0.  0. ...  0.  5. 16.],7.0
2395,[15.  1.  0. ...  1.  0.  0.],7.0
2396,[ 1.  0.  0. ... 22. 62.  7.],7.0
2397,[ 5. 23.  3. ...  0.  0.  0.],7.0
2398,[ 1.  4. 17. ...  1.  0.  0.],7.0
2399,[ 0.  0.  5. ...  0.  2. 16.],7.0
2400,[ 1.  0.  0. ... 29.  7. 15.],7.0
2401,[ 7. 59. 74. ...  0.  0.  0.],7.0
2402,[ 0.  0.  0. ...  0.  0. 18.],7.0
2403,[  5.   8.  38. ...  60. 124.  57.],7.0
2404,[0. 0. 0. ... 2. 0. 0.],7.0
2405,[ 36. 117.  86. ...   0.   0.   0.],7.0
2406,[57.  7.  2. ...  0.  0.  0.],7.0
2407,[4. 2. 4. ... 0. 0. 0.],7.0
2408,[ 1.  7. 48. ...  4.  0.  2.],7.0
2409,[0. 0. 0. ... 3. 4. 5.],7.0
2410,[0. 0. 0. ... 0. 0. 0.],7.0
2411,[11.  6.  0. ...  1.  0.  0.],7.0
2412,[1. 0. 0. ... 0. 0. 0.],7.0
2413,[147.  12.   3. ...   0.   2.  16.],7.0
2414,[ 81.  82.  46. ... 138.  16.   0.],7.0
2415,[51. 17.  0. ... 36.  1.  0.],7.0
2416,[94.  5.  6. ...  0.  0.  0.],7.0
2417,[27.  4.  0. ...  0.  0.  0.],7.0
2418,[0. 0. 0. ... 0. 0. 0.],7.0
2419,[ 2. 33. 60. ...  0.  0.  3.],7.0
2420,[ 4.  0.  0. ...  1. 21. 41.],7.0
2421,[8. 4. 2. ... 0. 0. 0.],7.0
2422,[58. 55.  1. ... 87.  8.  1.],7.0
2423,[17.  3.  0. ...  0.  0.  0.],7.0
2424,[30. 11.  1. ...  4.  0.  0.],7.0
2425,[ 3. 44. 21. ...  0.  0.  6.],7.0
2426,[  0.   7. 113. ...   0.   0.   1.],7.0
2427,[0. 0. 0. ... 0. 0. 0.],7.0
2428,[94. 41.  0. ... 11.  0.  0.],7.0
2429,[135.  13.   3. ...   2.   0.   1.],7.0
2430,[0. 0. 0. ... 3. 0. 3.],7.0
2431,[44. 84.  6. ...  0.  0.  0.],7.0
2432,[0. 0. 2. ... 0. 0. 0.],7.0
2433,[44.  1.  0. ... 14.  2.  2.],7.0
2434,[22.  0.  0. ... 11. 37.  5.],7.0
2435,[ 1.  0.  0. ...  8. 32. 28.],7.0
2436,[0. 1. 0. ... 3. 8. 9.],7.0
2437,[ 0.  0. 62. ...  0.  0.  0.],7.0
2438,[ 1.  0.  0. ... 44.  3.  0.],7.0
2439,[ 2.  0.  0. ... 86.  1.  7.],7.0
2440,[8. 4. 4. ... 0. 0. 0.],7.0
2441,[ 62. 126.  34. ...   0.   0.   0.],7.0
2442,[ 1.  3.  4. ... 24.  6.  7.],7.0
2443,[22. 32. 28. ...  0.  0.  0.],7.0
2444,[  1.   1. 135. ...   0.   0.  15.],7.0
2445,[67. 45.  7. ...  4.  3. 50.],7.0
2446,[2. 6. 6. ... 0. 0. 0.],7.0
2447,[7. 0. 0. ... 1. 0. 0.],7.0
2448,[12. 96. 22. ...  0.  0.  0.],7.0
2449,[ 7. 14.  5. ...  2.  2.  6.],7.0
2450,[30. 31. 36. ...  0.  0.  0.],7.0
2451,[73. 26.  2. ...  4.  0.  0.],7.0
2452,[34.  2.  0. ... 13. 62. 80.],7.0
2453,[133.  88.   0. ... 133.  18.   3.],7.0
2454,[128.  56.   0. ...   0.   0.   4.],7.0
2455,[10. 31. 31. ...  0.  0.  0.],7.0
2456,[27. 17.  6. ... 14. 14. 15.],7.0
2457,[0. 0. 0. ... 0. 0. 0.],7.0
2458,[  1.  24. 133. ...   3.   0.   0.],7.0
2459,[1. 0. 0. ... 1. 7. 3.],7.0
2460,[ 0.  0.  0. ...  0.  0. 18.],7.0
2461,[17.  9.  0. ... 35.  1. 17.],7.0
2462,[ 1. 10.  2. ...  0.  0.  0.],7.0
2463,[42. 54. 18. ...  0.  0.  0.],7.0
2464,[ 0.  0.  1. ... 15. 36. 59.],7.0
2465,[ 0.  0.  0. ...  0.  1. 42.],7.0
2466,[ 0.  0.  1. ... 15. 12. 24.],7.0
2467,[ 4.  8. 61. ... 76.  2.  0.],7.0
